"id","Strain 1","Strain 2","Strain 3"
10124412268,"Lemon Haze","Jack Herer","Headband"
10124228506,"GG 4","Girl scout cookie","narnia"
10120190166,"Skywalker Kush","Highwayman","White Widow"
10554448933,"Strawberry Fields","Chocolope","Wedding Cake"
10313041082,"Any indica higher thc %","Sweet tooth","Gg4"
10250278548,"Sour diesel","Star killer","Chocolate oranges"
10246287865,"Lemon ","queen","strawberry pebbles "
10231654493,"Star cookie","Star killer","Chocolate oranges"
10196363510,"Lemon Jeffrey","Jilly Bean","Mimosa"
10188521969,"Have never purchased by strain","",""
10175028993,"Sweet Tooth","GG #6","Berry Gelato"
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10143866911,"Blue Dream","Grape God","Sweet Tooth"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10138701567,NA,NA,NA
10137991954,"Domnesia","Facewreck","ACDC"
10133805034,"lemon jeffrey","Grandpa's Breath","Grape God"
10131195330,"Chocolate Oranges","Lemon Meringue","Grape God"
10129676432,"Bubblegum","French toast","Dank sinatra"
10127475954,"Sour Diesel","Girl Scout Cookies","Night Nurse"
10124250123,"Buddha sister ","",""
10124217943,"Sour diesel","Chemdog ","Pineapple Express "
10122454581,"Chem Dawg","GSC","Tangerine Haze"
10120029854,"chocolate cream","",""
10119119506,"Sunset sherbert ","Sour diesel","Phantom cookies"
10115753806,"Grape god "," Cookies and cream ","Light saber "
10115031519,"Sour Diesel ","Girl Scout Cookies ","OG kush"
10114476888,NA,NA,NA
10114292630,"Night nurse ","Peach puree","Purple haze"
11310196747,"Flo","Hawaiian spice","Agent orange"
10260585584,"Gdp","Meltdown","Black mumba"
10253880474,"Lemon meringue","Citrica","Stardawg"
10225562804,"Northern Lights","Grand Daddy Purp","Chocolate Oranges"
10202983474,"Green","",""
10192485669,"blueberry headband","montenuska thunderfuck","these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry"
10187293378,"White rhino","Fruity pebble","Strawberry cheesecake"
10167716036,"Sour Diesel","Haze","Blue Dream"
10153982482,"Moonshine Haze","Cali O","Ghost Train Haze"
10152987696,"Chocolope","Grandaddy purp","GSC"
10149690562,"Northern Lights","Sour Diesel","Durban Poison"
10142605029,"Og kush","Sour  Diesel","Gorilla glue"
10134424429,"Sour diesel ","Space queen",""
10133620417,"Grand Daddy Purple","Master Kush","Jack Herrar "
10132700663,"Double Black Domina","Grand Daddy Purp","Kush"
10127251708,"Jack Herer","Agent orange ","Bootylicious "
10127174802,"Black Mamba","GSC","Pineapple Express"
10126882145,"Tangerine haze","Ghost train haze","Cornbread"
10117806489,"grape god","lemon jeffrey","gg4"
10116307435,"Granddaddy purple","Sunset sherbet","NYC sour diesel"
11087356997,"don't know","don't know","don't know"
10572726875,"Haze","Kush","Blueberry Cheese"
10552807575,"Deathstar","the Wife","Chem Dank x slymerwood"
10360477263,"24K","Lemon Meringue","Chocolate Oranges"
10355975067,"3D (sativa)","Lemon Meringue (sativa)","Chocolate Oranges (indica)"
10242393876,"Indica","Hybrid ","Sativa "
10236681374,"OG Kush","Gorilla Glue","Fruit punch"
10229820907,"Holy Grial Kush","Tangie","NY Diesel"
10229670320,"Chocolope","Grape God","CBD"
10229404289,"Lemon skunk ","Lavender","GG"
10229304615,"I care much more","About cannabinoid and terpenes","Profiles, strain names are not a good indicator of anything I’ve found. "
10210882547,"Black Raspberry","Gorilla Glue","Mimosa"
10202380099,"Orange Bud","Haze ","Cheese "
10199505748,"Bangin' Ticket","Sweet Tooth","3D #4"
10175389238,"Jack any of them","Clementine ",""
10174294235,"girl scout cookies","Swamp thing","Flo og"
10166816483,"og kush","girls scout cookies","lost coast og"
10161752939,"Sweet Tooth","Facewreck","White Rhino x Bubba"
10158222964,"White Widow","Super Lemon Haze","Full Metal Jacket"
10157400539,"I never pay attention to names only content","",""
10147353916,"Ghost Train Haze","GG #4","Buckeye Purple"
10144486255,"GDP","MK Ultra","Lemon Meringue Pie"
10143614917,"Gg#4","Flo","Sweet tooth"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10143029353,"None ","None ","None "
10142966617,"Northern lights ","Gorilla glue","Killer Queen"
10142795363,"Kush","GG 4","Sour Tsunami "
10138000107,"Hybrid","Sativa","Indica"
10135185924,"Chocolate Oranges","Maui Wowie","Amnesia Haze"
10133562078,"Northern lights","Blue dream ","Green crack"
10130158929,"Sweet tooth","Buddahs sister","Jack frost"
10129169941,"Gg#4","Tangerine ","Girl scout cookies"
10128930422,"Gg","Gsc",""
10127393239,"Mimosa","Clemintine","CBD punch"
10127383570,"GDP","Moonrise","Haze"
10127239067,"24k","Star cookie","Blackjack"
10127157053,"Orange Harambe","Do So Do #22","Tangie"
10126818130,"Holy Moly ","GDP","Cheese"
10125221446,"Chemdawg 91","Sirius Black","Herijuana"
10113129257,"Grape God","Lemon Jeffery","Night Nurse"
10623964351,"Purple haze","Lemon ice","Weed whacked"
10374354669,"Tang Tang Kunduz","Black Mamba","GG4"
10304447243,"GDP","3 Gorillas ","Moonrise "
10229566006,"n/a","",""
10218514481,"Sundae Driver","Blueberry ","GG"
10203196565,"Amnesia haze","Lemon haze",""
10192533361,"Green Crack","Jack Herrera ","Black Diesel"
10187862055,"Northern Lights","Berry Gelato","Shark Shock"
10186736515,"Sour diesel ","White widow ","Blue dream"
10176860687,"Critical mass","Gorrila glue","Double stuff"
10166774106,"Chad Bud","Acapulco Gold","Creeper"
10164959655,"Flo","Sour Diesel","Lemon Skunk "
10156521325,"Lemon Jeffery","Og kush","Grape god"
10154740794,"Train wreck","Strawberry cush","Purple haze "
10145627229,"Girl Scout ","Berry white ","Shark tooth "
10138931674,"Don’t know","",""
10136960446,"Cookie Pebbles","Strawberry Pebbles ","Blueberry Cookies "
10131726683,"Meltdown ","OG ","Lee Roy"
10131451882,"Gorilla Glue","Hindu kush","Durban poison"
10131269258,"any hybrid","any hybrid","any hybrid"
10131239512,"Grape God ","Sweet tooth ","Jack frost "
10131204933,"Lemon meringue","Amnesia haze","Pineapple Express"
10129096589,"Cookie Pebbles","Sunset Sherbert","Blueberry Cookies "
10127273341,"Lemon diesel ","Cookies ","Tangie"
10127252065,"Blueberry ","Gorilla Glue","Haze"
10127231694,"Sour Diesel","Wedding Cake",""
10127036495,"Mimosa","Trainwreck","Bubba Kush"
10124193021,"Gorilla glue","Gelato","Star cookie"
10120474217,"Lemon Meringue ","Super Lemon Haze","Kosher Tangie "
10116352346,"Candy Chem","Sugar Black Rose","Banana OG"
10109468243,"Green crack ","Sapphire kush ","Durban Poison "
10616607453,"Lemon ice","Lemon skunk","Lemon haze"
10361398461,"N/a","",""
10287106391,"?","",""
10282696179,"Not sure - mostly use gummies and tinctures","Not sure","Not Sure"
10231048727,"Blue Dream","Strawberry Cough","Cherry Pie"
10229782200,"Evelyn","Granddaddy Purple","Blueberry "
10192489339,"Tahoe kush","Ting","Outerspace"
10182871285,"girl scout cookie","gorilla goo","flo og"
10168703624,"Lemon ","Me clea n",""
10166549801,"white widow","Dr. who","Big bud"
10156749143,"ACDC","Buddha's Sister","Poet's Walk "
10156488891,"Sour Tangy","Chem blends","Jack blends"
10151592531,"OG Kush","Gorilla Glue","Lemon Haze"
10146324196,"ATF","",""
10144768270,"GG#4","Snazzleberry #3","SLK/Jack"
10142756565,"Trainwreck","Gg#4","Facewreck"
10142608773,"Girl scout cookie ","Gorilla glue","Northern lights"
10142214540,"girl scout cookie ","mimosa ","jilly bean "
10138814442,"Mr. Clean","Black Mamba","Highwayman"
10131214477,"Super Lemon Haze","Blue Dream","Sour Tangie"
10130020477,"Star dawg","GG","The guice"
10127249141,"Grape Stomper","Grape God","Blissful Wizard"
10125413527,"cookies & cream","lower THC strains","lower THC strains"
10124378453,"Still","Searching","For a favorite "
10118350185,"Bio Diesel","Gorilla glue",""
10542229138,"Green Crack ","Trainwreck","Warlock "
10499447480,"Hybrid","Sativa","Indica"
10427038209,"Lemon Jeffery","Grateful Breath","Orange Krush"
10289128872,"Northern lights","Jack herer","Green crack"
10249664681,"Sour Diesel","Green Crack","GG4"
10233946587,"Tangerine Haze","Master Kush ","Sweet tooth"
10198548060,"Blue dream","Gelato","Sky walker"
10198104111,"Tangie","Golden Goat ","Purps "
10188821355,"Diesel","Hazel","Purple"
10183761350,"Roadkill skunk","Lemon jeffrey","Bio diesel"
10156731649,"GG4","SweetTooth","Facewreck"
10155622562,"No favorite","",""
10152847985,"White Widow","Fruity Indicas","Master Kush"
10147172908,"Hashplant","OG 99","Slk x skunk"
10142868860,"Girl scout cookie","xj13","Trainwreck"
10138204803,"?","?","?"
10131446639,"Tangie","Wedding Cake","Do-si-does"
10127199021,"Grease Monkey","GSC","Tangie"
10127155395,"Acapulco Gold","Blue Dream","Sour Diesel"
10126315016,"Candyland","Green Crack","Trainwreck"
10125815925,"Hawaiian Spice","White Rhino","Killer Queen"
10124286376,"Walker kush","Ghost Train","Master Kush"
10120098470,"Moonrise","Do-Si-Do","Sour Kush"
10114088770,"GG#4","LVBK","JillyBean"
11320098769,"Sour Diesel","Blue Cheese","Tangerine Haze"
10633844023,"Gorilla glue","Bio diesel ","Sour diesel"
10615543776,"Banana split","Lemon Jeffery ","Gg4"
10598611443,"Bruce Banner","Purple Trainwreck","White Strwberry Diesel"
10246614299,"Melodious funk&jack","Mt.tom",""
10236223392,"Strawberry Diesel","Gorilla Glue #4","Harlequin"
10230984574,"Jack Herrer","Lemon Haze","Durban Poison"
10229494406,"Midnight","Stryker","Grand Daddy Purple"
10229486458,"Charlottes web ","Canatonic","Ac/dc"
10229305110,"ACDC","Doctor CBD","Hash Plant"
10221468980,"Blue dream","3 chems","Blueberry"
10208270321,"Girl Scout Cookie","Blue Dream","Sour Diesel"
10207729722,"GC #4","Lemon Meringue ","Mr. Clean"
10194157007,"Golden Goat","Herijuana","Blueberry"
10192542738,"Sweet Island","Louie","Cotton Candy"
10192541090,"sativa","hybrid","indica"
10184855403,"Mob ","Tangie ","G13"
10168795326,"Trainwreck","Sweet Skunk Jack","Killer Queen"
10168633491,"Girl scout cookie","Master lemon kush","Berry white"
10153874491,"1 to 1","Hybrid","Stativa"
10133282449,"OG Kush","Gorilla Glue","Harlequin "
10131849213,"Goat 12","White walker","Girl Scout cookies"
10131300085,"Citrus sap ","Chuck og","Bruce Banner 3"
10131201970,"Lemon Meringue","Mr Clean","Kt Stardawg"
10127786477,"Gorilla Glue #4","Chuck OG","Grease Monkey"
10127374019,"lemon meringue","gg4","blueberry"
10127174778,"Lemon meringue","Grape god","Pure sativa vape"
10124476250,"Tangerine dreams ","Mob ","Jack here"
10117816882,"Mandarin Dreams","Bullfighter","Girl Scout Cookie"
10116528519,"Sativa","Indica","Lavender "
10113037715,"Grape god","Gauava D","Blue og"
10110366322,"GrapeGod","Mandarin Dreams","Lemon Jeffrey"
11148895510,"White Widow","Bruce Banner 4","OG kush "
10950506255,"Lemon Skunk","Swamp Thing","Super Skunk"
10667060651,"Purple mayhem","Brownie scout","White 99"
10597392309,"Pink Champagne","Grape God","Girl Scout Cookie"
10449781605,"GG","Herijuana","Tardis"
10332089931,"Killer Queen","Sour Diesel","Lemon Lime Punch"
10288934828,"Indica","Blueberry","anything Purple"
10229623103,"Gg4","Sweet tooth ","Chem"
10229607028,"any, really doesn't matter to me which","",""
10229451186,"Girl Scout cookies","Gorilla glue ",""
10218173945,"Golden triangle ","Mimosa","Wedding cake"
10192995461,"Durban Poison","Medussa","Blackwater"
10192513890,"Scooby Snacks","Mendo Breath","Afpak"
10177087872,"grease monkey #9","chem dog","Star Cookies"
10167417222,"Linguist","Clementine","Buddha's Sister"
10166518301,"Blue Dream","Green Crack","Bordello"
10166425536,"don't know","don't know ","don't know "
10165633718,"Gg4","Diesel","Pbk"
10163869931,"Northern lights","Pineapple express","Caramelicious"
10163740738,"Acdc","Buddah sister","Master kush"
10162070194,"Cinderella","Lemon Jeffrey","Bio Diesel"
10151425971,"Face wreck","Gorilla glue","Killer Queen"
10150959951,"OG Cush ","Girl Scout Cookie","Blue OG"
10129657579,"Las Vegas Bubba Kush","Peach Puree","Sunshine Daydream"
10129650193,"Tangie","Blueberry pie","Highwayman"
10129433590,"Granddaddy Purple","Blueberry Pie","Girl Scout Cookies"
10127844274,"Redline ","Lemon","OG Kush"
10127464855,"Bio Diesel ","Bubba Kush ","Sour Diesel"
10127218064,"Double Black Domina","Kush","CBD 1-1 strains"
10127205976,"Granddaddy Purple ","Blueberry ","Blue Dream "
10127179828,"Cinderella 99","Sour Diesel","Pineapple Express "
10127173349,"Medicine man","Deadhead OG","Any kush"
10127162272,"Jack H","Rugburn OG","Northern Lights "
10127160616,"Blue cheese ","Boost","Fade "
10125226319,"Amnesia ","White widow","Cappuccino 420"
10124369637,"Tangerine Kush","Starkiller","Commerce city Kush"
10114404591,"Blueberry","Sour Bannana Sherbert","GDP"
10113433935,"Grape god","Bio diesel","White widow"
10621098231,"Pineapple Express ","Guava D","Bruce banner "
10617352263,"Tangie","Banana split ","Bruce banner #3"
10332101269,"Headband","Durban Poison","OG 99"
10265063063,"Super Lemon Haze","White Rhino","NYC Diesel"
10246399634,"Skywalker","Granddaddy Purp","Blue Dream"
10233901115,"Boaty McBoatface(CBD Medihaze)","Bakerstreet(Hindu Kush)","Lemonskunk(DNA Genetics)"
10230326071,"sour kush","grandaddy purple","pineapple chunk"
10229477413,"Kush","Girl Scout Cookie","Gorilla Glue"
10217868533,"Gorilla Glue","Blueberry","Haze"
10192575549,"Sour Jack","Diesel",""
10159981972,"Mayflower ","Blue dreams","10 fold"
